Student_ID,Section,Year_Level,Gender,Attendance,Quiz_Avg,Lab_Avg,Midterm,Final,GWA,Risk_Level
STU0331,C,2,Male,71.0,70.0,76.0,75.0,68.0,72.05,Medium Risk
STU0332,C,4,Male,80.0,84.0,69.0,72.0,79.0,76.35,Medium Risk
STU0333,B,3,Female,75.0,70.0,79.0,70.0,73.0,73.05,Medium Risk
STU0334,B,4,Male,84.0,70.0,69.0,75.0,,74.7,Medium Risk
STU0335,D,1,Female,69.0,69.0,70.0,64.0,70.0,68.2,High Risk
STU0336,D,4,Female,70.0,83.0,80.0,75.0,72.0,76.35,Medium Risk
STU0337,D,2,Female,73.0,75.0,74.0,68.0,83.0,74.85,Medium Risk
STU0338,A,1,Female,81.0,71.0,68.0,80.0,69.0,73.15,Medium Risk
STU0339,B,3,Female,88.0,80.0,90.0,82.0,99.0,88.05,Low Risk
STU0340,D,2,Female,73.0,70.0,78.0,,72.0,75.4,Medium Risk
STU0341,B,4,Female,89.0,85.0,97.0,92.0,82.0,88.8,Low Risk
STU0342,B,1,Male,85.0,82.0,95.0,86.0,99.0,90.15,Low Risk
STU0343,A,2,Male,69.0,69.0,70.0,81.0,77.0,74.2,Medium Risk
STU0344,D,2,Female,68.0,71.0,81.0,68.0,81.0,74.45,Medium Risk
STU0345,A,2,Female,,57.0,63.0,60.0,67.0,61.45,High Risk
STU0346,D,4,Female,71.0,82.0,71.0,80.0,79.0,77.45,Medium Risk
STU0347,C,2,Female,81.0,73.0,78.0,69.0,72.0,73.55,Medium Risk
STU0348,A,1,Female,78.0,82.0,76.0,76.0,70.0,75.9,Medium Risk
STU0349,D,3,Female,74.0,83.0,83.0,,71.0,75.35,Medium Risk
STU0350,C,2,Male,86.0,99.0,99.0,83.0,85.0,90.2,Low Risk
STU0351,A,2,Male,,86.0,93.0,86.0,84.0,86.5,Low Risk
STU0352,A,1,Male,56.0,60.0,69.0,64.0,61.0,62.65,High Risk
STU0353,A,3,Male,56.0,67.0,59.0,67.0,58.0,62.05,High Risk
STU0354,A,1,Female,71.0,,83.0,75.0,70.0,73.75,Medium Risk
STU0355,A,4,Male,89.0,100.0,89.0,92.0,96.0,93.7,Low Risk
STU0356,B,2,Female,76.0,68.0,69.0,83.0,68.0,72.75,Medium Risk
STU0357,A,3,Male,75.0,78.0,69.0,75.0,75.0,74.4,Medium Risk
STU0358,C,1,Female,62.0,67.0,59.0,66.0,55.0,61.65,High Risk
STU0359,D,1,Male,63.0,65.0,55.0,67.0,57.0,61.3,High Risk
STU0360,C,3,Male,75.0,81.0,71.0,78.0,82.0,77.9,Medium Risk
STU0361,B,3,Female,65.0,59.0,59.0,62.0,64.0,61.6,High Risk
STU0362,C,2,Male,84.0,75.0,75.0,76.0,69.0,74.65,Medium Risk
STU0363,A,2,Male,68.0,58.0,68.0,63.0,63.0,63.5,High Risk
STU0364,B,2,Male,,64.0,58.0,66.0,62.0,62.0,High Risk
STU0365,A,4,Female,83.0,69.0,78.0,77.0,82.0,77.45,Medium Risk
STU0366,D,1,Male,75.0,81.0,79.0,81.0,84.0,80.75,Low Risk
STU0367,B,1,Male,,84.0,79.0,76.0,82.0,79.5,Medium Risk
STU0368,C,4,Female,75.0,,75.0,81.0,74.0,77.45,Medium Risk
STU0369,D,3,Female,60.0,65.0,67.0,56.0,69.0,63.65,High Risk
STU0370,D,3,Male,79.0,80.0,78.0,72.0,68.0,74.5,Medium Risk
STU0371,C,4,Female,61.0,61.0,66.0,69.0,59.0,63.5,High Risk
STU0372,A,4,Female,75.0,68.0,79.0,72.0,70.0,72.4,Medium Risk
STU0373,C,3,Male,64.0,56.0,65.0,64.0,68.0,63.6,High Risk
STU0374,B,2,Female,83.0,80.0,76.0,71.0,77.0,76.5,Medium Risk
STU0375,C,4,Male,93.0,93.0,,100.0,99.0,93.85,Low Risk
STU0376,A,4,Female,85.0,98.0,84.0,83.0,94.0,89.15,Low Risk
STU0377,C,1,Female,82.0,84.0,85.0,100.0,87.0,88.75,Low Risk
STU0378,A,2,Male,71.0,80.0,84.0,74.0,71.0,76.15,Medium Risk
STU0379,C,2,Female,64.0,58.0,56.0,71.0,68.0,63.95,High Risk
STU0380,B,3,Male,73.0,71.0,83.0,80.0,71.0,75.85,Medium Risk
STU0381,A,2,Female,84.0,82.0,78.0,80.0,68.0,77.4,Medium Risk
STU0382,D,3,Male,82.0,82.0,73.0,82.0,81.0,79.95,Medium Risk
STU0383,C,1,Female,83.0,72.0,77.0,70.0,80.0,75.6,Medium Risk
STU0384,A,3,Female,92.0,85.0,96.0,92.0,98.0,92.9,Low Risk
STU0385,A,2,Female,98.0,84.0,84.0,99.0,96.0,92.15,Low Risk
STU0386,A,4,Male,73.0,71.0,74.0,74.0,70.0,72.3,Medium Risk
STU0387,B,2,Female,63.0,68.0,66.0,58.0,66.0,64.1,High Risk
STU0388,B,3,Female,70.0,81.0,77.0,83.0,83.0,80.1,Low Risk
STU0389,D,3,Female,85.0,91.0,88.0,92.0,83.0,88.05,Low Risk
STU0390,C,3,Female,78.0,71.0,68.0,74.0,73.0,72.35,Medium Risk
STU0391,A,2,Female,,99.0,94.0,95.0,86.0,92.85,Low Risk
STU0392,D,1,Male,81.0,72.0,72.0,70.0,72.0,72.4,Medium Risk
STU0393,A,3,Female,79.0,76.0,68.0,71.0,77.0,73.7,Medium Risk
STU0394,B,1,Male,84.0,69.0,78.0,76.0,74.0,75.3,Medium Risk
STU0395,A,1,Female,81.0,73.0,69.0,68.0,77.0,72.75,Medium Risk
STU0396,C,1,Male,69.0,77.0,69.0,83.0,83.0,77.6,Medium Risk
STU0397,D,3,Male,82.0,75.0,73.0,77.0,70.0,74.55,Medium Risk
STU0398,A,3,Female,74.0,71.0,81.0,82.0,75.0,77.05,Medium Risk
STU0399,A,4,Female,68.0,63.0,62.0,71.0,56.0,63.55,High Risk
STU0400,C,4,Male,79.0,68.0,77.0,70.0,73.0,72.65,Medium Risk
STU0401,C,4,Female,97.0,90.0,98.0,84.0,98.0,92.8,Low Risk
STU0402,C,3,Female,76.0,71.0,72.0,75.0,76.0,73.95,Medium Risk
STU0403,B,3,Female,97.0,89.0,99.0,85.0,91.0,91.3,Low Risk
STU0404,A,4,Male,82.0,97.0,90.0,87.0,85.0,88.6,Low Risk
STU0405,D,2,Female,62.0,59.0,70.0,65.0,59.0,63.0,High Risk
STU0406,C,4,Male,98.0,88.0,91.0,90.0,93.0,91.35,Low Risk
STU0407,A,3,Male,80.0,,71.0,73.0,72.0,72.25,Medium Risk
STU0408,D,2,Female,58.0,56.0,59.0,57.0,63.0,58.8,High Risk
STU0409,D,4,Male,66.0,66.0,65.0,56.0,69.0,64.05,High Risk
STU0410,A,3,Female,69.0,70.0,79.0,83.0,68.0,74.45,Medium Risk
STU0411,D,2,Male,98.0,94.0,97.0,90.0,95.0,94.25,Low Risk
STU0412,A,4,Female,90.0,94.0,82.0,80.0,99.0,88.95,Low Risk
STU0413,D,4,Male,75.0,82.0,74.0,73.0,76.0,75.95,Medium Risk
STU0414,C,1,Male,82.0,83.0,94.0,85.0,94.0,88.35,Low Risk
STU0415,D,1,Male,100.0,93.0,99.0,93.0,83.0,92.4,Low Risk
STU0416,B,3,Male,92.0,,97.0,98.0,80.0,91.9,Low Risk
STU0417,A,4,Female,,81.0,73.0,81.0,71.0,75.7,Medium Risk
STU0418,C,2,Female,81.0,84.0,,81.0,73.0,78.4,Medium Risk
STU0419,C,2,Male,81.0,70.0,77.0,76.0,80.0,76.5,Medium Risk
STU0420,A,2,Male,82.0,81.0,73.0,71.0,75.0,75.5,Medium Risk
STU0421,C,2,Female,62.0,68.0,65.0,57.0,63.0,62.8,High Risk
STU0422,B,1,Female,71.0,75.0,69.0,76.0,81.0,75.15,Medium Risk
STU0423,C,3,Female,61.0,70.0,71.0,70.0,66.0,68.3,High Risk
STU0424,A,3,Female,100.0,100.0,84.0,95.0,99.0,95.3,Low Risk
STU0425,A,2,Female,67.0,63.0,63.0,58.0,57.0,60.65,High Risk
STU0426,B,4,Female,87.0,92.0,94.0,,91.0,90.4,Low Risk
STU0427,C,2,Female,88.0,98.0,99.0,87.0,100.0,94.95,Low Risk
STU0428,A,3,Female,98.0,83.0,86.0,83.0,91.0,87.1,Low Risk
STU0429,B,2,Male,69.0,76.0,68.0,75.0,73.0,72.7,Medium Risk
STU0430,A,1,Male,67.0,66.0,60.0,62.0,64.0,63.4,High Risk
STU0431,A,4,Female,70.0,75.0,81.0,70.0,83.0,76.45,Medium Risk
STU0432,C,4,Female,73.0,84.0,81.0,84.0,75.0,80.05,Low Risk
STU0433,A,4,Male,74.0,84.0,77.0,78.0,76.0,78.1,Medium Risk
STU0434,D,3,Female,84.0,74.0,76.0,74.0,80.0,76.9,Medium Risk
STU0435,D,3,Female,92.0,93.0,92.0,80.0,87.0,87.95,Low Risk
STU0436,A,2,Male,100.0,92.0,91.0,95.0,80.0,90.35,Low Risk
STU0437,C,1,Male,84.0,87.0,,92.0,94.0,90.9,Low Risk
STU0438,B,1,Male,97.0,81.0,83.0,80.0,83.0,83.25,Low Risk
STU0439,A,3,Female,75.0,84.0,68.0,79.0,82.0,78.15,Medium Risk
STU0440,B,2,Female,,77.0,69.0,78.0,80.0,76.3,Medium Risk
STU0441,A,2,Male,63.0,61.0,57.0,60.0,56.0,58.9,High Risk
STU0442,C,3,Male,75.0,69.0,84.0,76.0,79.0,76.85,Medium Risk
STU0443,B,4,Male,69.0,59.0,71.0,60.0,65.0,64.15,High Risk
STU0444,C,4,Female,63.0,60.0,66.0,56.0,57.0,59.75,High Risk
STU0445,D,3,Female,87.0,90.0,95.0,83.0,80.0,86.45,Low Risk
STU0446,A,3,Female,59.0,61.0,58.0,59.0,55.0,58.2,High Risk
STU0447,A,1,Female,77.0,70.0,78.0,82.0,78.0,77.3,Medium Risk
STU0448,B,1,Male,87.0,81.0,95.0,99.0,91.0,91.4,Low Risk
STU0449,D,2,Male,80.0,72.0,70.0,78.0,80.0,75.9,Medium Risk
STU0450,A,2,Male,78.0,77.0,73.0,82.0,77.0,77.55,Medium Risk
STU0451,A,1,Male,72.0,70.0,73.0,71.0,76.0,72.55,Medium Risk
STU0452,A,1,Male,84.0,80.0,83.0,71.0,72.0,76.75,Medium Risk
STU0453,C,2,Male,80.0,70.0,77.0,69.0,80.0,74.65,Medium Risk
STU0454,C,1,Female,79.0,,78.0,74.0,71.0,75.55,Medium Risk
STU0455,D,3,Male,70.0,,82.0,69.0,78.0,76.15,Medium Risk
STU0456,A,4,Female,97.0,87.0,98.0,84.0,86.0,89.2,Low Risk
STU0457,C,2,Male,84.0,83.0,98.0,100.0,,89.85,Low Risk
STU0458,B,2,Female,78.0,74.0,72.0,84.0,76.0,77.0,Medium Risk
STU0459,D,4,Female,98.0,98.0,95.0,91.0,91.0,93.9,Low Risk
STU0460,C,3,Female,71.0,73.0,78.0,68.0,82.0,74.8,Medium Risk
STU0461,C,1,Male,84.0,81.0,82.0,82.0,71.0,79.25,Medium Risk
STU0462,A,1,Female,76.0,75.0,80.0,84.0,84.0,80.6,Low Risk
STU0463,B,1,Male,,70.0,72.0,80.0,82.0,76.2,Medium Risk
STU0464,D,2,Male,97.0,90.0,82.0,89.0,89.0,88.6,Low Risk
STU0465,C,2,Female,69.0,76.0,70.0,82.0,70.0,74.1,Medium Risk
STU0466,D,1,Male,87.0,86.0,86.0,,80.0,83.6,Low Risk
STU0467,D,4,Male,84.0,92.0,87.0,87.0,84.0,86.95,Low Risk
STU0468,B,2,Female,83.0,82.0,81.0,87.0,88.0,84.65,Low Risk
STU0469,B,4,Male,73.0,78.0,70.0,75.0,70.0,73.15,Medium Risk
STU0470,B,4,Male,81.0,92.0,98.0,85.0,95.0,91.1,Low Risk
STU0471,B,1,Female,77.0,83.0,73.0,69.0,69.0,73.4,Medium Risk
STU0472,D,2,Male,69.0,74.0,70.0,75.0,81.0,74.7,Medium Risk
STU0473,A,2,Male,86.0,100.0,86.0,,,89.8,Low Risk
STU0474,D,2,Female,57.0,71.0,64.0,64.0,58.0,63.2,High Risk
STU0475,C,3,Female,81.0,81.0,82.0,71.0,80.0,78.45,Medium Risk
STU0476,D,1,Male,81.0,69.0,69.0,78.0,76.0,74.2,Medium Risk
STU0477,B,1,Female,55.0,60.0,71.0,62.0,63.0,62.95,High Risk
STU0478,C,2,Female,90.0,80.0,90.0,98.0,88.0,89.5,Low Risk
STU0479,D,4,Male,82.0,80.0,84.0,73.0,83.0,80.0,Low Risk
STU0480,A,1,Male,64.0,55.0,64.0,69.0,65.0,63.7,High Risk
STU0481,A,4,Male,78.0,84.0,71.0,82.0,76.0,78.3,Medium Risk
STU0482,C,4,Female,72.0,77.0,84.0,72.0,83.0,78.15,Medium Risk
STU0483,A,4,Male,82.0,83.0,81.0,70.0,79.0,78.25,Medium Risk
STU0484,D,1,Male,97.0,84.0,92.0,83.0,81.0,85.9,Low Risk
STU0485,B,1,Female,80.0,83.0,92.0,92.0,92.0,89.0,Low Risk
STU0486,D,1,Female,83.0,97.0,82.0,85.0,91.0,88.1,Low Risk
STU0487,A,1,Female,68.0,71.0,78.0,70.0,80.0,74.1,Medium Risk
STU0488,B,1,Male,100.0,91.0,94.0,100.0,,94.25,Low Risk
STU0489,C,1,Male,81.0,96.0,83.0,93.0,89.0,89.4,Low Risk
STU0490,A,4,Male,84.0,79.0,78.0,71.0,73.0,75.8,Medium Risk
STU0491,B,3,Male,94.0,96.0,87.0,91.0,100.0,93.75,Low Risk
STU0492,A,1,Male,81.0,84.0,85.0,86.0,100.0,88.4,Low Risk
STU0493,A,3,Female,79.0,83.0,83.0,78.0,71.0,78.35,Medium Risk
STU0494,A,2,Male,88.0,90.0,87.0,80.0,87.0,85.95,Low Risk
STU0495,C,4,Male,70.0,76.0,69.0,69.0,80.0,73.25,Medium Risk
STU0496,C,4,Female,71.0,75.0,76.0,72.0,78.0,74.8,Medium Risk
STU0497,C,1,Male,96.0,91.0,86.0,,89.0,89.5,Low Risk
STU0498,C,4,Male,,62.0,62.0,58.0,69.0,62.45,High Risk
STU0499,B,2,Female,84.0,82.0,73.0,82.0,,78.9,Medium Risk
STU0500,C,2,Male,59.0,63.0,65.0,55.0,60.0,60.25,High Risk
STU0501,B,2,Male,81.0,72.0,73.0,73.0,81.0,75.6,Medium Risk
STU0502,C,4,Male,70.0,73.0,75.0,79.0,80.0,76.35,Medium Risk
STU0503,A,4,Female,65.0,67.0,65.0,66.0,60.0,64.4,High Risk
STU0504,C,3,Male,95.0,91.0,90.0,84.0,97.0,90.95,Low Risk
STU0505,C,3,Male,73.0,71.0,79.0,69.0,84.0,75.55,Medium Risk
STU0506,B,4,Female,81.0,87.0,92.0,89.0,87.0,87.9,Low Risk
STU0507,A,1,Female,68.0,78.0,74.0,84.0,79.0,77.95,Medium Risk
STU0508,B,3,Female,89.0,90.0,100.0,89.0,87.0,90.9,Low Risk
STU0509,B,4,Male,84.0,82.0,91.0,92.0,92.0,89.0,Low Risk
STU0510,C,4,Female,61.0,56.0,55.0,61.0,71.0,61.3,High Risk
STU0511,A,2,Male,82.0,82.0,96.0,86.0,93.0,88.55,Low Risk
STU0512,C,3,Male,71.0,68.0,,80.0,77.0,73.55,Medium Risk
STU0513,A,1,Female,64.0,55.0,71.0,56.0,67.0,62.35,High Risk
STU0514,C,3,Male,78.0,70.0,79.0,80.0,74.0,76.1,Medium Risk
STU0515,D,3,Female,84.0,100.0,93.0,,89.0,90.0,Low Risk
STU0516,B,4,Female,75.0,76.0,83.0,83.0,74.0,78.55,Medium Risk
STU0517,C,3,Female,58.0,69.0,57.0,59.0,55.0,59.5,High Risk
STU0518,B,1,Male,83.0,81.0,,83.0,82.0,83.55,Low Risk
STU0519,A,2,Female,80.0,72.0,76.0,,72.0,73.85,Medium Risk
STU0520,B,3,Male,73.0,70.0,82.0,71.0,79.0,75.2,Medium Risk
STU0521,C,3,Female,76.0,72.0,80.0,72.0,83.0,76.75,Medium Risk
STU0522,D,2,Male,65.0,69.0,58.0,61.0,70.0,64.65,High Risk
STU0523,D,3,Female,75.0,84.0,83.0,77.0,77.0,79.4,Medium Risk
STU0524,D,4,Female,88.0,96.0,90.0,89.0,96.0,92.25,Low Risk
STU0525,A,1,Male,72.0,73.0,84.0,68.0,71.0,73.35,Medium Risk
STU0526,C,3,Female,87.0,94.0,86.0,85.0,80.0,85.95,Low Risk
STU0527,B,2,Female,84.0,69.0,76.0,76.0,80.0,76.4,Medium Risk
STU0528,C,1,Male,82.0,96.0,96.0,91.0,95.0,93.1,Low Risk
STU0529,B,1,Male,84.0,70.0,82.0,71.0,71.0,74.3,Medium Risk
STU0530,B,1,Male,82.0,87.0,93.0,80.0,93.0,87.45,Low Risk
STU0531,A,3,Female,73.0,68.0,84.0,75.0,68.0,73.45,Medium Risk
STU0532,D,3,Male,92.0,95.0,,98.0,91.0,91.85,Low Risk
STU0533,A,1,Female,99.0,83.0,91.0,81.0,98.0,89.45,Low Risk
STU0534,A,4,Female,70.0,83.0,,75.0,68.0,75.95,Medium Risk
STU0535,A,1,Female,72.0,79.0,84.0,73.0,68.0,75.05,Medium Risk
STU0536,B,3,Male,68.0,83.0,76.0,72.0,69.0,73.85,Medium Risk
STU0537,C,3,Female,92.0,99.0,86.0,94.0,93.0,92.95,Low Risk
STU0538,B,2,Male,99.0,97.0,89.0,88.0,87.0,90.85,Low Risk
STU0539,B,2,Female,81.0,85.0,,88.0,84.0,84.9,Low Risk
STU0540,B,1,Male,84.0,79.0,74.0,70.0,77.0,75.75,Medium Risk
STU0541,B,4,Male,77.0,73.0,78.0,74.0,82.0,76.9,Medium Risk
STU0542,B,3,Female,79.0,70.0,,69.0,69.0,72.8,Medium Risk
STU0543,A,3,Female,77.0,76.0,68.0,83.0,73.0,75.5,Medium Risk
STU0544,C,2,Male,69.0,71.0,68.0,77.0,82.0,74.45,Medium Risk
STU0545,A,4,Male,,81.0,92.0,80.0,96.0,86.9,Low Risk
STU0546,A,2,Female,71.0,68.0,77.0,71.0,76.0,72.85,Medium Risk
STU0547,B,3,Female,85.0,95.0,85.0,96.0,89.0,90.75,Low Risk
STU0548,C,1,Male,82.0,82.0,71.0,76.0,84.0,78.8,Medium Risk
STU0549,D,4,Male,80.0,75.0,74.0,84.0,82.0,79.3,Medium Risk
STU0550,B,4,Male,55.0,68.0,59.0,65.0,70.0,64.65,High Risk
STU0551,C,2,Female,70.0,68.0,78.0,83.0,83.0,77.7,Medium Risk
STU0552,B,2,Male,98.0,83.0,92.0,93.0,82.0,88.55,Low Risk
STU0553,A,1,Female,81.0,75.0,81.0,77.0,84.0,79.55,Medium Risk
STU0554,B,4,Male,86.0,96.0,80.0,84.0,88.0,86.8,Low Risk
STU0555,A,3,Female,78.0,73.0,75.0,71.0,78.0,74.65,Medium Risk
STU0556,B,4,Female,78.0,80.0,71.0,74.0,78.0,76.0,Medium Risk
STU0557,B,2,Male,68.0,,81.0,73.0,68.0,72.25,Medium Risk
STU0558,A,3,Female,59.0,71.0,64.0,61.0,57.0,62.4,High Risk
STU0559,D,3,Female,71.0,,68.0,71.0,79.0,72.6,Medium Risk
STU0560,B,1,Female,80.0,81.0,72.0,71.0,81.0,76.6,Medium Risk
STU0561,C,1,Male,83.0,68.0,84.0,76.0,73.0,75.95,Medium Risk
STU0562,C,4,Male,76.0,72.0,,84.0,79.0,78.15,Medium Risk
STU0563,D,3,Female,76.0,82.0,72.0,80.0,81.0,78.65,Medium Risk
STU0564,D,2,Female,55.0,62.0,56.0,59.0,60.0,58.85,High Risk
STU0565,B,2,Male,55.0,71.0,65.0,64.0,68.0,65.7,High Risk
STU0566,B,3,Male,58.0,56.0,63.0,64.0,65.0,61.85,High Risk
STU0567,A,2,Male,82.0,75.0,78.0,76.0,82.0,78.3,Medium Risk
STU0568,A,2,Female,77.0,75.0,82.0,77.0,68.0,75.35,Medium Risk
STU0569,D,1,Male,68.0,69.0,83.0,82.0,80.0,77.7,Medium Risk
STU0570,A,2,Male,67.0,61.0,71.0,,67.0,65.1,High Risk
STU0571,C,1,Male,84.0,74.0,68.0,84.0,84.0,78.8,Medium Risk
STU0572,A,1,Female,82.0,78.0,83.0,76.0,68.0,76.4,Medium Risk
STU0573,B,1,Male,98.0,91.0,98.0,88.0,86.0,91.1,Low Risk
STU0574,A,2,Female,88.0,92.0,94.0,82.0,,89.0,Low Risk
STU0575,C,1,Female,83.0,,,73.0,79.0,75.1,Medium Risk
STU0576,A,1,Female,99.0,96.0,92.0,97.0,81.0,92.0,Low Risk
STU0577,C,3,Female,77.0,70.0,70.0,81.0,75.0,74.7,Medium Risk
STU0578,A,4,Male,78.0,78.0,78.0,69.0,84.0,77.25,Medium Risk
STU0579,B,2,Male,94.0,95.0,83.0,87.0,88.0,88.75,Low Risk
STU0580,A,3,Male,74.0,84.0,70.0,,79.0,75.95,Medium Risk
STU0581,B,1,Male,73.0,84.0,83.0,70.0,71.0,75.95,Medium Risk
STU0582,B,4,Female,77.0,79.0,77.0,80.0,78.0,78.4,Medium Risk
STU0583,D,3,Male,75.0,80.0,69.0,79.0,77.0,76.3,Medium Risk
STU0584,C,2,Male,69.0,79.0,84.0,73.0,82.0,78.25,Medium Risk
STU0585,C,2,Female,68.0,80.0,81.0,80.0,71.0,76.75,Medium Risk
STU0586,D,4,Male,82.0,82.0,71.0,73.0,72.0,75.05,Medium Risk
STU0587,A,4,Female,68.0,72.0,,70.0,82.0,73.8,Medium Risk
STU0588,D,1,Female,95.0,85.0,93.0,87.0,86.0,88.35,Low Risk
STU0589,C,4,Female,62.0,65.0,55.0,60.0,70.0,62.7,High Risk
STU0590,D,1,Male,77.0,70.0,80.0,70.0,82.0,75.7,Medium Risk
STU0591,B,2,Male,58.0,65.0,65.0,70.0,57.0,63.55,High Risk
STU0592,B,3,Male,97.0,96.0,83.0,94.0,90.0,91.5,Low Risk
STU0593,A,3,Male,77.0,71.0,78.0,69.0,77.0,74.0,Medium Risk
STU0594,C,1,Female,78.0,81.0,69.0,72.0,72.0,73.8,Medium Risk
STU0595,D,3,Male,84.0,77.0,73.0,81.0,78.0,78.15,Medium Risk
STU0596,B,2,Female,78.0,79.0,72.0,76.0,76.0,76.0,Medium Risk
STU0597,D,2,Female,61.0,58.0,55.0,69.0,62.0,61.45,High Risk
STU0598,C,3,Male,84.0,81.0,81.0,83.0,68.0,78.55,Medium Risk
STU0599,B,1,Male,,73.0,70.0,80.0,80.0,76.1,Medium Risk
STU0600,C,2,Female,71.0,78.0,75.0,79.0,75.0,76.2,Medium Risk
STU0601,C,4,Male,62.0,71.0,70.0,68.0,65.0,67.65,High Risk
STU0602,D,1,Female,95.0,100.0,88.0,,98.0,92.1,Low Risk
STU0603,A,1,Female,75.0,82.0,81.0,74.0,79.0,78.35,Medium Risk
STU0604,C,4,Female,98.0,93.0,90.0,81.0,97.0,90.9,Low Risk
STU0605,A,2,Male,73.0,77.0,82.0,72.0,70.0,74.6,Medium Risk
STU0606,D,4,Male,87.0,91.0,87.0,90.0,93.0,90.05,Low Risk
STU0607,D,4,Male,77.0,,84.0,71.0,80.0,77.05,Medium Risk
STU0608,D,2,Male,58.0,60.0,56.0,65.0,68.0,62.25,High Risk
STU0609,D,4,Female,77.0,75.0,81.0,70.0,79.0,76.15,Medium Risk
STU0610,A,2,Male,80.0,89.0,89.0,100.0,81.0,88.85,Low Risk
STU0611,C,3,Male,79.0,75.0,84.0,82.0,77.0,79.45,Medium Risk
STU0612,D,1,Male,67.0,71.0,63.0,62.0,67.0,65.75,High Risk
STU0613,C,3,Female,73.0,74.0,70.0,83.0,83.0,77.6,Medium Risk
STU0614,A,2,Male,75.0,80.0,80.0,84.0,84.0,81.5,Low Risk
STU0615,D,3,Female,93.0,83.0,86.0,87.0,92.0,87.85,Low Risk
STU0616,D,2,Female,62.0,57.0,57.0,67.0,56.0,59.75,High Risk
STU0617,B,3,Female,87.0,87.0,85.0,93.0,82.0,86.85,Low Risk
STU0618,A,1,Male,55.0,59.0,63.0,61.0,58.0,59.65,High Risk
STU0619,A,3,Male,84.0,80.0,84.0,71.0,68.0,75.95,Medium Risk
STU0620,D,3,Female,64.0,62.0,67.0,68.0,62.0,64.7,High Risk
STU0621,C,2,Female,92.0,86.0,84.0,96.0,95.0,90.95,Low Risk
STU0622,C,1,Female,84.0,74.0,80.0,81.0,80.0,79.45,Medium Risk
STU0623,D,3,Male,84.0,75.0,82.0,,77.0,78.05,Medium Risk
STU0624,D,3,Male,58.0,55.0,63.0,,55.0,60.4,High Risk
STU0625,B,1,Male,76.0,82.0,79.0,68.0,80.0,76.8,Medium Risk
STU0626,B,2,Male,65.0,66.0,55.0,65.0,62.0,62.45,High Risk
STU0627,D,3,Female,90.0,96.0,80.0,100.0,100.0,94.2,Low Risk
STU0628,A,3,Male,73.0,72.0,80.0,75.0,76.0,75.45,Medium Risk
STU0629,B,3,Female,84.0,69.0,75.0,,84.0,76.7,Medium Risk
STU0630,C,4,Female,69.0,73.0,72.0,71.0,84.0,74.65,Medium Risk
STU0631,B,4,Female,84.0,76.0,71.0,81.0,,75.55,Medium Risk
STU0632,C,4,Female,68.0,77.0,83.0,75.0,68.0,74.55,Medium Risk
STU0633,C,4,Female,97.0,83.0,85.0,91.0,88.0,88.05,Low Risk
STU0634,A,2,Female,81.0,80.0,69.0,70.0,77.0,74.65,Medium Risk
STU0635,B,3,Female,89.0,98.0,82.0,84.0,82.0,86.4,Low Risk
STU0636,B,3,Female,82.0,91.0,88.0,100.0,91.0,91.75,Low Risk
STU0637,C,4,Male,97.0,99.0,91.0,83.0,95.0,92.2,Low Risk
STU0638,A,3,Female,69.0,70.0,84.0,68.0,73.0,72.95,Medium Risk
STU0639,C,4,Female,82.0,81.0,72.0,73.0,84.0,78.05,Medium Risk
STU0640,C,4,Male,83.0,97.0,100.0,82.0,87.0,89.95,Low Risk
STU0641,B,1,Male,77.0,84.0,75.0,78.0,,77.0,Medium Risk
STU0642,B,1,Female,80.0,73.0,72.0,,83.0,76.75,Medium Risk
STU0643,B,1,Male,68.0,65.0,66.0,66.0,61.0,64.75,High Risk
STU0644,C,3,Female,88.0,86.0,100.0,94.0,81.0,89.75,Low Risk
STU0645,A,1,Male,55.0,62.0,59.0,69.0,55.0,60.7,High Risk
STU0646,A,4,Female,77.0,,84.0,73.0,70.0,76.65,Medium Risk
STU0647,A,4,Female,55.0,71.0,67.0,71.0,60.0,65.85,High Risk
STU0648,A,3,Female,82.0,93.0,93.0,94.0,87.0,90.65,Low Risk
STU0649,A,2,Female,92.0,96.0,100.0,82.0,85.0,90.15,Low Risk
STU0650,C,4,Female,69.0,82.0,72.0,73.0,73.0,74.2,Medium Risk
STU0651,D,4,Male,96.0,93.0,93.0,92.0,86.0,91.3,Low Risk
STU0652,C,3,Female,78.0,82.0,79.0,70.0,84.0,78.5,Medium Risk
STU0653,C,2,Male,83.0,79.0,75.0,84.0,74.0,78.6,Medium Risk
STU0654,D,3,Male,71.0,80.0,73.0,81.0,72.0,75.95,Medium Risk
STU0655,B,4,Female,75.0,83.0,83.0,71.0,80.0,78.45,Medium Risk
STU0656,C,1,Female,82.0,87.0,94.0,90.0,88.0,88.9,Low Risk
STU0657,C,2,Female,91.0,98.0,86.0,89.0,95.0,91.9,Low Risk
STU0658,C,1,Female,72.0,74.0,69.0,78.0,80.0,75.3,Medium Risk
STU0659,B,3,Female,81.0,79.0,71.0,73.0,77.0,75.6,Medium Risk
STU0660,D,3,Male,76.0,72.0,77.0,73.0,83.0,76.4,Medium Risk
STU0661,A,1,Male,78.0,78.0,84.0,71.0,71.0,75.7,Medium Risk
STU0662,A,3,Female,73.0,70.0,68.0,83.0,78.0,75.15,Medium Risk
STU0663,C,1,Male,66.0,66.0,68.0,55.0,71.0,64.9,High Risk
